case_id,dice,iou,precision,recall,tp,fp,fn,pred_area,ref_area,pred_components,ref_components
1105029,0.9704181869211339,0.9425362555882674,0.9811020940922762,0.9599644622133378,17288,333,721,17621,18009,6,6
1106029,0.9663412992258499,0.9348746336698144,0.976143253810846,0.9567342404887531,17226,421,779,17647,18005,6,6
1107029,0.9715023517476713,0.944583931133429,0.9689109639440765,0.9741076382467172,21068,676,560,21744,21628,6,6
1108029,0.9662512034555437,0.9347060008054773,0.9687972867205844,0.9637184677670507,18567,598,699,19165,19266,6,6
1109029,0.9505535945937792,0.9057666877479446,0.960902714242147,0.940425023877746,15754,641,998,16395,16752,6,6
1116030,0.9666065710518527,0.93537131548797,0.9774161950370048,0.9560334273699899,17961,415,826,18376,18787,6,6
1122030,0.9664708265802269,0.935117122414976,0.9605839416058394,0.9724303113693116,19082,783,541,19865,19623,6,6
1123030,0.9656162103208771,0.9335183129855716,0.9764337125609472,0.9550357670035199,16822,406,792,17228,17614,6,6
1124030,0.9653265262710061,0.9329769736842105,0.971318493150685,0.9594080338266385,15883,469,672,16352,16555,6,6
1129030,0.9708240477471247,0.9433023047438897,0.9871848301729527,0.9549967242856423,18950,246,893,19196,19843,6,6
1135030,0.9601952208911707,0.9234379762267602,0.980264009317976,0.9409316770186336,15149,305,951,15454,16100,6,6
1138030,0.9672361481602151,0.9365511258330376,0.9590147385422976,0.9755997371015446,23750,1015,594,24765,24344,6,6
1139030,0.953264729516058,0.9107027883710564,0.9653000157488582,0.9415258576548899,18388,661,1142,19049,19530,6,6
1140030,0.9665175545614748,0.9352046169989506,0.9856779473567795,0.9480878676666135,17825,259,976,18084,18801,6,6
1145030,0.9683178715210923,0.9385816084153377,0.9788180577321672,0.9580405739732806,19362,419,848,19781,20210,6,6
1148030,0.9695611137328929,0.9409205404167621,0.9733507047258083,0.9658009166764602,24654,675,873,25329,25527,6,6
1150030,0.9608031771873998,0.9245632358526396,0.9701604064959649,0.9516247251404838,19475,599,990,20074,20465,6,6
1152030,0.9759215062317688,0.9529752964938629,0.9785163520340335,0.9733403861412325,18401,404,504,18805,18905,6,6
1156031,0.9648932972648031,0.9321679540042975,0.9624055642163329,0.967393924783028,16051,627,541,16678,16592,6,6
1157031,0.9695956601274207,0.9409856137128865,0.9807937723328228,0.9586503679680679,15371,301,663,15672,16034,6,6
1162031,0.9670974358974359,0.9362910593001549,0.981390507910075,0.95321471896482,23573,447,1157,24020,24730,6,6
1167031,0.9690738041605936,0.9400030846743098,0.9756149618483538,0.9626197746656839,18284,457,710,18741,18994,6,6
1169031,0.9617627490117804,0.9263419782870929,0.9584991028941415,0.9650486961985548,12287,532,445,12819,12732,6,6
1174032,0.9659312305829076,0.9341073429066097,0.9853889127632144,0.9472270990395538,18344,272,1022,18616,19366,6,6
1182032,0.9654342004193569,0.9331781514628567,0.9834623355750116,0.9480551251732855,23252,391,1274,23643,24526,6,6
1188032,0.960432328312689,0.9238766791909002,0.9508926206494676,0.9701653875256729,17950,927,552,18877,18502,6,6
1191032,0.9580264687967218,0.9194345538608705,0.9561204752694115,0.9599400765688287,17301,794,722,18095,18023,6,6
1195032,0.9724064521411611,0.9462948207171314,0.9669434945448624,0.9779314888010541,17814,609,402,18423,18216,6,6
1196032,0.963787451398948,0.9301059446733373,0.9506692735749737,0.9772727272727273,18963,984,441,19947,19404,6,6
1197032,0.9626191057903738,0.9279321714554876,0.95770539620807,0.9675834970530451,19700,870,660,20570,20360,6,6
1198032,0.9679269882659713,0.9378473976755938,0.9551791896696922,0.981019653068089,20416,958,395,21374,20811,6,6
1201032,0.969106029106029,0.9400637276650667,0.9729492798998122,0.9652930213294678,23307,648,838,23955,24145,6,6
1207032,0.9661062988561253,0.9344348435310602,0.9546674619743514,0.9778225806451613,16005,760,363,16765,16368,6,6
1215033,0.954645377762351,0.9132263420033204,0.9575813845528927,0.9517273199146433,16502,731,837,17233,17339,6,6
1230033,0.9648040196102344,0.9320013194477169,0.9535702232293525,0.9763056570243854,19778,963,480,20741,20258,6,6
1233033,0.957461587619127,0.9183945418687703,0.9345338178662472,0.9815426683377008,17230,1207,324,18437,17554,6,6
1239033,0.9530247677127981,0.910264864270799,0.9503729202524384,0.9556914556049155,16565,865,768,17430,17333,6,6
1240033,0.9606505906271714,0.9242806913286783,0.960972093502214,0.9603293028042192,18664,758,771,19422,19435,6,6
1248033,0.9625262134151901,0.9277595500351535,0.9614450516089861,0.9636098095296051,15835,635,598,16470,16433,6,6
1251033,0.9606076479832373,0.9242011893962302,0.977296951609465,0.9444787803873095,18338,426,1078,18764,19416,6,6
1260034,0.9605402797877473,0.9240764804158158,0.9433986102337334,0.9783164100884376,14934,896,331,15830,15265,6,6
1270034,0.9574733155998518,0.918416122989471,0.9562819478073715,0.958667655586272,14218,650,613,14868,14831,6,6
1275034,0.9570807856398561,0.91769407683897,0.9584186486060797,0.955746652530726,24340,1056,1127,25396,25467,6,6
1276034,0.9663618206664564,0.9349130478999288,0.9729586706884691,0.9598538240668233,18386,511,769,18897,19155,6,6
1278034,0.9562043795620438,0.916083916083916,0.9491711494126688,0.9633426183844012,17292,926,658,18218,17950,6,6
1291034,0.9511574211118347,0.9068638518853014,0.9516644947281128,0.9506508875739645,16066,816,834,16882,16900,6,6
1292034,0.9610174880763116,0.9249602154486474,0.9641444430266684,0.9579107505070994,15112,562,664,15674,15776,6,6
1294034,0.9599865501008742,0.923052053022955,0.9507159507159507,0.969439728353141,17130,888,540,18018,17670,6,6
1303034,0.9658929770878424,0.9340357967667436,0.9478541086860993,0.9846317711503347,19413,1068,303,20481,19716,6,6
1313035,0.9586306133461239,0.9205481029420232,0.9647037528659346,0.9526334604385128,15989,585,795,16574,16784,6,6
1315035,0.9544689671991221,0.9129035267773838,0.919250281848929,0.9924937870872851,19569,1719,148,21288,19717,6,6
1323035,0.9449815320378995,0.8957014125669751,0.9577473958333333,0.9325515055467511,14711,649,1064,15360,15775,6,6
1330035,0.9687348128948647,0.9393653785736726,0.9666989977368251,0.9707792207792207,14950,515,450,15465,15400,6,6
1336035,0.9634087504126355,0.9294008132869531,0.9663779928680591,0.9604576983443877,18970,660,781,19630,19751,6,6
1340035,0.9614884782401978,0.9258332315956538,0.9552210605869756,0.9678386829174909,15167,711,504,15878,15671,6,6
1348035,0.9662463520731237,0.9346969212741025,0.9583833970507919,0.97423939595825,17548,762,464,18310,18012,6,6
1358036,0.9625216131594935,0.9277510022071078,0.970412249705536,0.9547582626431187,20597,628,976,21225,21573,6,6
1368036,0.958789704271632,0.9208415516107824,0.9524003807969537,0.9652653342522398,21009,1050,756,22059,21765,6,6
1370036,0.9669252367581973,0.9359683066150728,0.9578540448802565,0.9761698856538868,20318,894,496,21212,20814,6,6
1372036,0.9618884937414243,0.926575312904618,0.9596580432474716,0.9641293364769282,17175,722,639,17897,17814,6,6
1384037,0.955742803221605,0.9152369800946902,0.9729934513178546,0.9390931884663603,17978,499,1166,18477,19144,6,6
1399037,0.9629044096888939,0.9284625435540069,0.9534831711953483,0.9725136861313869,17054,832,482,17886,17536,6,6
1401037,0.9475592826585829,0.900344567675245,0.948768864177919,0.9463527813932432,16723,903,948,17626,17671,6,6
1405037,0.9706667998102704,0.9430054326736516,0.9647660165748598,0.9766402089822164,19441,710,465,20151,19906,6,6
1406037,0.9563022558763212,0.9162636033857315,0.9374613386119015,0.975916028076502,15155,1011,374,16166,15529,6,6
1408037,0.9645524467729351,0.9315319194746474,0.9683845336019249,0.9607505690334758,17306,565,707,17871,18013,6,6
1410037,0.9584001555134374,0.9201231745439276,0.9550583563368686,0.9617654230675445,19721,928,784,20649,20505,6,6
1420038,0.9637385767191539,0.9300149123258086,0.9605395931807319,0.9669589392643285,18086,743,618,18829,18704,6,6
1428038,0.9693711227344606,0.9405627419507129,0.970717209121029,0.9680287643943443,19923,601,658,20524,20581,6,6
1434039,0.9594730998284041,0.9221031187854684,0.9558069381598794,0.9631674941736752,19011,879,727,19890,19738,6,6
1448039,0.9586172608428626,0.9205234778701415,0.9630957278016101,0.9541802515137401,16389,628,787,17017,17176,6,6
1450039,0.959569591239017,0.9222813781286335,0.9680133598818165,0.9512718550779524,15071,498,772,15569,15843,6,6
1453039,0.949106550041858,0.9031425118118888,0.9477112879049925,0.9505059265683724,16439,907,856,17346,17295,6,6
1454039,0.9471340091396229,0.8995769806997445,0.9485642598271536,0.945708065039144,20415,1107,1172,21522,21587,6,6
1459039,0.9486682649676508,0.9023491190803449,0.9105409153952844,0.9901281963392061,14443,1419,144,15862,14587,6,6
1460039,0.9589643880474826,0.9211638651331957,0.9597992523173042,0.9581309748990338,18742,785,819,19527,19561,6,6
1462039,0.9658809109825272,0.934013230429989,0.969501029983978,0.9622877264724258,16943,533,664,17476,17607,6,6
1475040,0.9553122395608817,0.9144476232394366,0.9556692732290708,0.9549554725653547,16621,771,784,17392,17405,6,6
1476040,0.9598707659170748,0.9228379844196825,0.9573423354304128,0.9624125874125874,18717,834,731,19551,19448,6,6
1488040,0.9547567912015293,0.913430274566474,0.9379985160452606,0.9721247657038496,20227,1337,580,21564,20807,6,6
1492040,0.9547946678133735,0.9134996142967344,0.9589699292771149,0.9506556061011506,17763,760,922,18523,18685,6,6
1494040,0.9589847033114809,0.9212013563700953,0.9708985704560926,0.9473596811690468,17115,513,951,17628,18066,6,6
1503040,0.9676155353232684,0.9372627818709534,0.9739009395661756,0.9614107408679721,16792,450,674,17242,17466,6,6
1526041,0.9637424567353249,0.9300221388006545,0.9703726021894145,0.9572022983950862,19324,590,864,19914,20188,6,6
1535041,0.9597976983021107,0.9227029172454853,0.9508666087223273,0.9688981505600417,18598,961,597,19559,19195,6,6
1538042,0.9456270973154363,0.8968621015465712,0.9573225755082542,0.9342139342139342,18035,804,1270,18839,19305,6,6
1540042,0.9450074314281853,0.8957479508196722,0.9524458001960998,0.9376843460074007,17485,873,1162,18358,18647,6,6
1548042,0.9655070580591814,0.9333143020268342,0.9610794285378329,0.9699756719871833,16347,662,506,17009,16853,6,6
1549042,0.950635499987057,0.9059154373674083,0.9641881957571938,0.9374585184050646,18362,682,1225,19044,19587,6,6
1551042,0.9677601987858963,0.9375342799683101,0.9719484457922669,0.9636078922643282,15384,444,581,15828,15965,6,6
1552042,0.9668820059750275,0.9358872960949085,0.9880492641686671,0.9466026698665067,18933,229,1068,19162,20001,6,6
1571043,0.9573838928509306,0.9182515849182515,0.9734701096568801,0.9418206707734429,19264,525,1190,19789,20454,6,6
1577043,0.9675336322869955,0.9371091035441279,0.9720670391061452,0.9630423138725228,21576,620,828,22196,22404,6,6
1579043,0.9622763769545006,0.9272954335668133,0.9854587420657819,0.9401596476740985,17078,252,1087,17330,18165,6,6
1580043,0.9586705128532408,0.9206216905275544,0.9785803627267042,0.9395546659994997,18777,411,1208,19188,19985,6,6
1581043,0.9490715112475466,0.9030790595220993,0.960968152866242,0.9374658249241935,18859,766,1258,19625,20117,6,6
1595044,0.964535046076515,0.9314994606256742,0.9611353306743344,0.9679588977113498,20724,838,686,21562,21410,6,6
1597044,0.9575021682567216,0.9184692179700499,0.9657492766301057,0.9493947211748363,14352,509,765,14861,15117,6,6
1598044,0.9506773641983428,0.9059914765605415,0.9617329288413433,0.9398730885259544,18070,719,1156,18789,19226,6,6
1601044,0.9731370745170194,0.9476796273069342,0.9902021967049426,0.9566501869046183,15867,157,719,16024,16586,6,6
1604044,0.9590235396687009,0.9212730318257957,0.9392343816706987,0.9796645391123645,19800,1281,411,21081,20211,6,6
1608045,0.9608565116410809,0.9246620148277366,0.9733172663108969,0.9487107780077185,16962,465,917,17427,17879,6,6
1609045,0.9628095452498875,0.9282861607918041,0.9718821960974428,0.9539047165883543,16038,464,775,16502,16813,6,6
1613045,0.9546064631586193,0.913155122465104,0.9771718452758402,0.9330597416576965,13869,324,995,14193,14864,6,6
1623045,0.9579322638146167,0.9192610331850838,0.955159455616494,0.9607212176933293,18809,883,769,19692,19578,6,6
1637046,0.9565806527630494,0.9167748856642765,0.9760158691993268,0.9379043438077634,16237,399,1075,16636,17312,6,6
1651047,0.9717195020086711,0.9449945845582547,0.9730741655381184,0.9703686050206546,24430,676,746,25106,25176,6,6
1655047,0.95157105794177,0.9076161671707451,0.9495181935855027,0.9536328181424238,13204,702,642,13906,13846,6,6
1656047,0.9477583782115048,0.9007041335245795,0.9710409784213115,0.9255661262226986,13815,412,1111,14227,14926,6,6
1659047,0.9606855498135671,0.9243454179254783,0.9752955239739673,0.9465068316576437,14686,372,830,15058,15516,6,6
1662047,0.959964859437751,0.9230119464221069,0.965599949504513,0.9543951587747208,15298,545,731,15843,16029,6,6
1663047,0.9639573820395738,0.9304225186578128,0.9580660776957521,0.9699215878461162,15833,693,491,16526,16324,6,6
1666048,0.9685124248269602,0.9389472526263681,0.9722079845093684,0.9648448538970215,17071,488,622,17559,17693,6,6
1689048,0.8910619202304009,0.8035272090354533,0.8476044852191641,0.9392163783974585,13304,2392,861,15696,14165,5,6
1698049,0.9593948626359196,0.9219586067642604,0.9596469104665826,0.959142947169415,18264,768,778,19032,19042,6,6
1709050,0.9618628302120799,0.9265276865181291,0.9583565029348162,0.9653949088193191,15511,674,556,16185,16067,6,6
1710050,0.9638568096074648,0.9302351436989271,0.9511737622918206,0.9768826619964974,16734,859,396,17593,17130,6,6
1719051,0.9598977843598455,0.9228879334412865,0.9541072562489177,0.9657590276966227,16528,795,586,17323,17114,6,6
1723051,0.9633454414457686,0.9292829838989922,0.9621034958325838,0.9645905975712397,16045,632,589,16677,16634,6,6
1727051,0.9580595735840237,0.9194955386072479,0.9703824504182229,0.946045748281875,18446,563,1052,19009,19498,6,6
1732052,0.9575250554448219,0.9185113373188991,0.9725691474194468,0.9429392900586089,17054,481,1032,17535,18086,6,6
1741052,0.9416123961374354,0.8896668788457458,0.9329526069865757,0.95043445409898,12579,904,656,13483,13235,6,6
1743052,0.969581494852253,0.9409589307727243,0.9734863740099342,0.9657078172859236,14503,395,515,14898,15018,6,6
1748053,0.9016212133473605,0.820865464904956,0.8451501972286841,0.9661791062033879,16712,3062,585,19774,17297,6,6
1760054,0.9675850110779308,0.9372055050151621,0.9769488887808199,0.9583989313486952,20089,474,872,20563,20961,6,6
1767054,0.9505747126436782,0.9058050383351588,0.9283690597102688,0.9738686704424382,17367,1340,466,18707,17833,6,6
1768054,0.9604774535809019,0.9239601939270222,0.9583802024746907,0.962583903768193,14484,629,563,15113,15047,6,6
1771054,0.9712426072534969,0.9440929553473658,0.9756082227949959,0.9669158878504673,15519,388,531,15907,16050,6,6
1772054,0.9701682316118936,0.9420647734827619,0.9659168370824812,0.9744572158365262,19838,700,520,20538,20358,6,6
1774055,0.9487084086318699,0.9024217604530057,0.9583355704697987,0.9392727464084618,17849,776,1154,18625,19003,6,6
1775055,0.9595618226313949,0.9222670250896058,0.9411361298434107,0.9787234042553191,16468,1030,358,17498,16826,6,6
1777056,0.9517935288239551,0.9080210387902695,0.9449233716475096,0.9587643179451579,13811,805,594,14616,14405,6,6
1783056,0.9676042464703951,0.9372415986430616,0.9777163395078795,0.9576991821480799,17682,403,781,18085,18463,6,6
1799058,0.9535775944753501,0.9112740604949587,0.9632476424234595,0.944099772094201,14913,569,883,15482,15796,6,6
1803058,0.9425479586817511,0.8913387291841102,0.9310529128808124,0.9543303949399871,19162,1419,917,20581,20079,6,6
1808058,0.9197144361870209,0.8513623314013326,0.8855645706558486,0.9566037735849057,15717,2031,713,17748,16430,6,6
1809058,0.953765993932199,0.9116182311038266,0.950131406044678,0.9574284957627118,14461,759,643,15220,15104,6,6
1813059,0.9652255639097744,0.932788374205268,0.9743289246051677,0.9562907377992003,17459,460,798,17919,18257,6,6
1814059,0.9653500641665479,0.9330209481808158,0.9676266704780961,0.9630841453872964,13540,453,519,13993,14059,6,6
1831059,0.9653308187961653,0.9329849930129412,0.9718987341772152,0.9588510771152045,15356,444,659,15800,16015,6,6
1833059,0.9588087511776405,0.920876690293068,0.9628909329829172,0.9547610361182051,18319,706,868,19025,19187,6,6
1836060,0.9433117550971021,0.8927058284667354,0.9230951394233615,0.9644337230160203,15592,1299,575,16891,16167,6,6
1847061,0.948889405744854,0.9027493500027659,0.9323011882998172,0.9660786170968506,16319,1185,573,17504,16892,5,5
1855062,0.9323579932476456,0.8732871012482663,0.9066351802787698,0.959583028529627,15741,1621,663,17362,16404,6,6
1857062,0.9444083647226913,0.8946720807185924,0.914878892733564,0.9759076572042145,14542,1353,359,15895,14901,6,6
1860062,0.9385793983396952,0.8842671763404084,0.9151527770548123,0.9632369055445978,17581,1630,671,19211,18252,6,6
1861062,0.9610109717868338,0.9249481425608146,0.9684106614017769,0.9537235076803422,14715,480,714,15195,15429,6,6
1874063,0.9431733436744921,0.8924579428700463,0.9328494718829291,0.9537282818532818,15809,1138,767,16947,16576,6,6
1879064,0.9447071662422699,0.8952085487762841,0.9244734500148324,0.9658464017851609,15582,1273,551,16855,16133,6,6
1890064,0.9564722045370774,0.9165756855693276,0.9460426885854435,0.9671342413769737,14272,814,485,15086,14757,6,6
1891064,0.9564933888788263,0.9166145941817677,0.9570827896186748,0.9559047136340598,13202,592,609,13794,13811,6,6
1893064,0.9593648625576233,0.9219031993437243,0.9562627637848877,0.9624871531346352,16857,771,657,17628,17514,6,6
1898065,0.936787494026896,0.881091492776886,0.9196488406379841,0.9545770728992766,13723,1199,653,14922,14376,6,6
1920067,0.956435706762838,0.9165086549636063,0.9635393222300817,0.949436066404765,14984,567,798,15551,15782,6,6
1930068,0.9516571263649045,0.9077727814994953,0.9436230086807211,0.9598292256937706,19784,1182,828,20966,20612,6,6
1933069,0.9506339192748209,0.9059125663923423,0.9640372670807453,0.9375981635858402,15521,579,1033,16100,16554,6,6
1952079,0.9388427314291333,0.8847347695158675,0.9241676345334882,0.9539914077330403,19097,1567,921,20664,20018,6,6
1953081,0.9375432382322827,0.8824295462832734,0.9209024191356346,0.9547965280126254,16940,1455,802,18395,17742,6,6
1994118,0.9588011922747132,0.9208627450980392,0.9537774167343623,0.9638781709219276,11741,569,440,12310,12181,6,6
1995118,0.9594464248270077,0.9220538449137514,0.9888485477178424,0.9317422823165269,11439,129,838,11568,12277,6,6
2004120,0.967032967032967,0.9361702127659575,0.9576703692584809,0.9765804377774376,12760,564,306,13324,13066,6,6
2007120,0.7846075041618645,0.6455589505847645,0.8188986901897888,0.7530727630285152,6127,1355,2009,7482,8136,6,6
2008120,0.9494554118447924,0.9037745018629516,0.9702608695652174,0.9295234921692769,11158,342,846,11500,12004,6,6
2009120,0.9633718821775396,0.9293321931120267,0.9663702506063055,0.96039206234434,11954,416,493,12370,12447,6,6
2019121,0.9608474322503369,0.9246451984727325,0.9671464094642453,0.9546299739680179,12835,436,610,13271,13445,6,6
2020121,0.9539299610894941,0.9119178693646779,0.9511173184357542,0.9567592881673431,12258,630,554,12888,12812,6,6
2024121,0.972905091711698,0.9472397184142275,0.9873329728894724,0.9588928062410922,12783,164,548,12947,13331,6,6
2026122,0.9526724566706202,0.9096222693066414,0.932933683027351,0.973264540337711,12450,895,342,13345,12792,6,6
2033122,0.9567560631335814,0.9170971709717097,0.9641379310344828,0.9494863740555225,11184,416,595,11600,11779,6,6
2037122,0.9568837632196009,0.9173318653087439,0.94794728358775,0.9659903381642512,9998,549,352,10547,10350,6,6
2041122,0.957512270163358,0.9184878083058112,0.9620225215279311,0.9530441122858184,13071,516,644,13587,13715,6,6
2051122,0.959938234537188,0.9229627185747278,0.9459002535925612,0.9743991640543365,11190,640,294,11830,11484,6,6
2052122,0.9619106128090923,0.9266163633673621,0.9529098516546215,0.9710830296922242,12526,619,373,13145,12899,6,6
2053122,0.9464683352632047,0.8983767331755157,0.9401043970627267,0.9529190207156308,10626,677,525,11303,11151,6,6
2057123,0.9715198589764777,0.944617032672737,0.990897853691426,0.9528852388156472,17636,162,872,17798,18508,6,6
2090123,0.9598540145985401,0.9228070175438596,0.9560159941839331,0.9637229754488824,10520,484,396,11004,10916,6,6
2100124,0.9698518855702231,0.9414683888511217,0.9696142267030736,0.9700896609694593,13849,434,427,14283,14276,6,6
2110124,0.9613749434644957,0.9256227138129246,0.9840740740740741,0.9396993810786914,10628,172,682,10800,11310,6,6
2112124,0.9508837150688384,0.9063663663663664,0.9796170074651087,0.9237879529872673,15091,314,1245,15405,16336,6,6
2129124,0.9628884026258205,0.9284327791374799,0.9688243064729194,0.9570247933884297,11001,354,494,11355,11495,6,6
2131124,0.9593121449408875,0.9218058424313957,0.9857377256089865,0.9342664034930319,15620,226,1099,15846,16719,6,6
2132124,0.9641720639436936,0.930822610958508,0.9698727122090833,0.9585380378145005,12877,400,557,13277,13434,6,6
2133124,0.9637116324171111,0.9299647304397898,0.9473529843085496,0.9806451612903225,12920,718,255,13638,13175,6,6
2134124,0.9587858058999572,0.9208343598587501,0.9427442407936775,0.9753827418232429,11213,681,283,11894,11496,6,6
2135124,0.951589623561537,0.9076499479089151,0.9654107962640494,0.9381586031843704,12197,437,804,12634,13001,6,6
2142124,0.9657735023326866,0.933812375249501,0.9623169326970544,0.9692549929559957,11696,458,371,12154,12067,6,6
2144124,0.963254066148418,0.9291129433899619,0.9721498465636037,0.9545196134167141,16790,481,800,17271,17590,6,6
2153125,0.9626371915622324,0.92796578374728,0.9700368656365205,0.9553495558130553,12367,382,578,12749,12945,6,6
2159125,0.9556420233463035,0.9150521609538003,0.9685561047428751,0.94306778619701,9210,299,556,9509,9766,6,6
2166125,0.9598547790267402,0.9228084306618338,0.9716587744716941,0.9483341380975374,13748,401,749,14149,14497,6,6
2170125,0.9525211630474788,0.9093464511595222,0.9390420899854862,0.9663928304705004,11646,756,405,12402,12051,6,6
2171125,0.9569417495768484,0.9174384548404971,0.9685776366371386,0.9455821163416823,11590,376,667,11966,12257,6,6
2176125,0.9578494193031638,0.9191084638293784,0.9431190851735016,0.9730471928397071,9567,577,265,10144,9832,6,6
2180125,0.9595549973084515,0.9222544150110376,0.940683929074022,0.979198710906028,13369,843,284,14212,13653,6,6
2187125,0.9409674887429256,0.8885161491652364,0.9202488687782805,0.9626405206660468,11389,987,442,12376,11831,6,6
2188125,0.9663294078620003,0.9348523748395379,0.9794889038332213,0.953518821603928,11652,244,568,11896,12220,6,6
2189125,0.9627765855102494,0.9282248858447488,0.9641322069067734,0.9614247709133905,13010,484,522,13494,13532,6,6
2193125,0.9627775118736424,0.9282266079795541,0.9638776262440103,0.9616799058546631,13075,490,521,13565,13596,6,6
2197125,0.9580724720166951,0.9195193008011653,0.9568924680246329,0.9592553898755817,10100,455,429,10555,10529,6,6
2203125,0.9595477386934673,0.9222410045882637,0.9605936111344009,0.9585041412197775,11457,470,496,11927,11953,6,6
2222125,0.9662071489569355,0.9346235544016993,0.954600241060667,0.9780997859377573,11880,565,266,12445,12146,6,6
2226126,0.9659165986553185,0.9340799759470836,0.9707077019215747,0.961172557815763,12427,375,502,12802,12929,6,6
2227126,0.9645172012630879,0.9314661744643287,0.9447338433989907,0.9851468341537939,11607,679,175,12286,11782,6,6
2232126,0.9671606601549343,0.9364095874775803,0.9856689264567065,0.9493346557566741,11486,167,613,11653,12099,6,6
2237126,0.9602774274905422,0.9235900545785325,0.9517428134981253,0.9689664922946416,13707,695,439,14402,14146,6,6
2240126,0.9643664037417258,0.9311849357011635,0.9587799495586381,0.9700183398453074,12165,523,376,12688,12541,6,6
2253126,0.9634718811204029,0.9295183252354388,0.9651220727453911,0.9618273229470548,15496,560,615,16056,16111,6,6
2255126,0.9606167119348139,0.9242179694104988,0.968664411148703,0.9527016320709871,12025,389,597,12414,12622,6,6
2256126,0.954974612899165,0.9138291037584324,0.9654675038180892,0.9447073474470735,11379,407,666,11786,12045,6,6
2265126,0.9540550458715596,0.9121465160339626,0.9760474545727587,0.9330318690783808,12999,319,933,13318,13932,6,6
2282126,0.9711443513879238,0.9439072941845585,0.9855255344418052,0.957176843774782,13277,195,594,13472,13871,6,6
2288126,0.9630172380548379,0.9286723689103756,0.950952018278751,0.9753925474572299,12486,644,315,13130,12801,6,6
2289126,0.9669841508865715,0.9360787172011662,0.9577895443358938,0.9763570016724951,12843,566,311,13409,13154,6,6
2305127,0.9560840665462789,0.9158630842841369,0.9619607236740374,0.950278774917895,12442,492,651,12934,13093,6,6
2310127,0.9596355928381365,0.9224033292873244,0.9555415843362672,0.963764833771175,10639,495,400,11134,11039,6,6
2311127,0.9641158339358423,0.9307178017779737,0.9630530637068573,0.9651809523809524,12668,486,457,13154,13125,6,6
2312127,0.9744030974403097,0.9500838926174496,0.9853824066823283,0.9636657590197413,11325,168,427,11493,11752,6,6
2313127,0.9563623028969563,0.9163738580463809,0.9706714306982284,0.9424689216536571,13040,394,796,13434,13836,6,6
2321127,0.9632096987156403,0.9290303907380608,0.9592373438527285,0.967215090700898,16049,682,544,16731,16593,6,6
2331127,0.9531254809024038,0.91044863879579,0.9892665474060823,0.919532038719639,15484,168,1355,15652,16839,6,6
2332127,0.9694663323782235,0.9407420279781041,0.9677332856632106,0.971205597416577,10827,361,321,11188,11148,6,6
2334127,0.9686738220847735,0.9392506879277499,0.9723886048210373,0.9649873142442914,13312,378,483,13690,13795,6,6
2341127,0.9599049448882597,0.9229011715521851,0.9420433682330174,0.978456939648508,18985,1168,418,20153,19403,6,6
2345127,0.9652018142318101,0.932744014732965,0.9611355700622438,0.9693026104263952,12662,512,401,13174,13063,6,6
2349127,0.9595308886686488,0.9222098745832672,0.947866525250877,0.97148591019316,11618,639,341,12257,11959,6,6
2352127,0.9613245595414986,0.9255293059756396,0.9401311965457112,0.9834954829742877,11322,721,190,12043,11512,6,6
2359127,0.9568792093063938,0.917323494885125,0.9376071306136442,0.9769601714591891,10940,728,258,11668,11198,6,6
2365127,0.9594716773458076,0.922100491122025,0.966270783847981,0.9527675852915919,12204,426,605,12630,12809,6,6
2371127,0.9712266853396142,0.9440628673968195,0.969498633792972,0.9729609081053504,15257,480,424,15737,15681,6,6
2377127,0.968816650731779,0.9395192924898367,0.9693156732891832,0.9683181417230227,13173,417,431,13590,13604,6,6
2401128,0.9620243673851921,0.9268275065010113,0.9786438868126001,0.9459598938366264,12831,280,733,13111,13564,6,6
2406128,0.9586025364919837,0.9204963235294118,0.9797815098646666,0.9383198001249219,12018,248,790,12266,12808,6,6
2409128,0.9652676102163658,0.9328669129785394,0.9897414512093411,0.941974916653437,11867,123,731,11990,12598,6,6
2412128,0.9594750074572804,0.9221066426406749,0.9447008475287405,0.9747186147186148,11258,659,292,11917,11550,6,6
2414128,0.9639536263997152,0.9304155209288115,0.9769027187424814,0.9513433302093096,12181,288,623,12469,12804,6,6
2417128,0.9696193411519833,0.9410302229818973,0.9759871071716357,0.9633341286884594,12112,298,461,12410,12573,6,6
2425128,0.9650871722805322,0.93252991598065,0.961918935481047,0.9682763482551991,10988,435,360,11423,11348,6,6
2429128,0.9622154730413768,0.9271823273963119,0.9614305292697253,0.9630016995685711,14732,591,566,15323,15298,6,6
2433128,0.9695488254546961,0.9408973946606626,0.9737039194474495,0.9654290429042904,11701,316,419,12017,12120,6,6
2436128,0.9578354621617909,0.919082762256194,0.9347898934387776,0.9820460466098712,13948,973,255,14921,14203,6,6
2437128,0.9637083590656447,0.9299586342284232,0.9683872380813316,0.9590744757772958,13264,433,566,13697,13830,6,6
2447129,0.9621888210427431,0.927132835483141,0.9509477756286266,0.9736988037708943,12291,634,332,12925,12623,6,6
2456129,0.9664695784855999,0.935114785561379,0.9775445636237364,0.955642727821364,12668,291,588,12959,13256,6,6
2459129,0.9621021414531535,0.9269718918200545,0.9737540136814185,0.950725822940094,13950,376,723,14326,14673,6,6
2466129,0.9591163259693831,0.9214442976662264,0.9723977695167286,0.9461928015916079,10463,297,595,10760,11058,6,6
