case_id,dice,iou,precision,recall,tp,fp,fn,pred_area,ref_area,pred_components,ref_components
1005026,0.9542241542241542,0.9124557218246223,0.9723441953624529,0.9367671070209292,12622,359,852,12981,13474,6,6
1009026,0.9597657322392703,0.9226438332062635,0.9610849777017533,0.9584501035701231,15732,637,682,16369,16414,6,6
1012026,0.9582225003911751,0.9197957344547912,0.9851360916285953,0.9327403436091142,15310,231,1104,15541,16414,6,6
1013026,0.969254252071522,0.940342712079543,0.9888765294771968,0.9503955527047252,17780,200,928,17980,18708,6,6
1018027,0.96505320015832,0.9324664806982813,0.9572306129047157,0.9730046948356808,20725,926,575,21651,21300,6,6
1020027,0.9544512195121951,0.9128710561614276,0.9703074634267295,0.9391048716102712,15653,479,1015,16132,16668,6,6
1026027,0.956210167699492,0.9160945413618458,0.9743819955707188,0.9387037250605467,16279,428,1063,16707,17342,6,6
1028027,0.960886082722457,0.9247167868177137,0.9562300319488818,0.9655876976018927,17958,822,640,18780,18598,6,6
1030027,0.9697471645156095,0.9412710464025724,0.9563047325196243,0.9835728952772074,21076,963,352,22039,21428,6,6
1032027,0.9700022668312218,0.9417518462366117,0.966812270924336,0.9732133832002426,19256,661,530,19917,19786,6,6
1040027,0.9708517758825435,0.9433546627504458,0.9705374487373193,0.9711663066954643,17986,546,534,18532,18520,6,6
1042027,0.9717639333497496,0.9450786301588568,0.9788746951093472,0.9647557348327426,23678,511,865,24189,24543,6,6
1058028,0.9634547787758746,0.9294864893960598,0.9483222582239552,0.9790780745024664,17268,941,369,18209,17637,6,6
1059028,0.9655643392243699,0.9334213579802345,0.9782781901287374,0.9531767109295199,23329,518,1146,23847,24475,6,6
1066028,0.960752298016449,0.9244690136747163,0.9661274629044028,0.9554366129420255,15887,557,741,16444,16628,6,6
1070028,0.9660279704878317,0.9342883007614889,0.9790190279560292,0.9533771667662881,17545,376,858,17921,18403,6,6
1071028,0.9632601508228389,0.9291242654436004,0.9826436258905563,0.9446265938069217,12965,229,760,13194,13725,6,6
1075028,0.9631698678261871,0.9289562850636005,0.9845175722611409,0.942728297632469,16724,263,1016,16987,17740,6,6
1076028,0.9567397450258708,0.9170671847837202,0.9589392643284859,0.9545502927088877,17936,768,854,18704,18790,6,6
1077028,0.9370782844201629,0.8816061151869261,0.9187382685528545,0.9561654278635411,20068,1775,920,21843,20988,6,6
1078028,0.9675408841455007,0.9371227095464502,0.9709952396767408,0.9641110195108546,17542,524,653,18066,18195,6,6
1089029,0.9631070359050353,0.928839397367951,0.9651033287959411,0.9611189845338591,15598,564,631,16162,16229,6,6
1090029,0.9526719585505995,0.9096213610705904,0.9882174602080893,0.9195947678892024,14342,171,1254,14513,15596,6,6
1092029,0.9734317808910766,0.9482387655990656,0.9760187294355859,0.9708585095669687,15425,379,463,15804,15888,6,6
1097029,0.964283484233531,0.9310303249532766,0.98319220729611,0.9460883416038718,15443,264,880,15707,16323,6,6
1103029,0.9649371656090581,0.9322498437274607,0.957905138339921,0.9720732013035849,19388,852,557,20240,19945,6,6
